Fit             Iteration       f1_ZAKtoMKK7P   f3_MKK7byZAK    k3_JNKbyMKK4    k3_JNKbyMKK7    k3_MKK4byZAK    k3_MKK7byJNK    k3_MKK7byZAK    scale_ppJNK     scale_ppMKK4    scale_ppMKK7    scale_t         
1.25734000e+00  1289            1.91666450e+01  6.20280530e+01  6.10071000e-01  4.95097600e+00  7.07976000e-01  9.05749000e-01  1.27430000e-02  8.23202000e-01  1.02659300e+00  1.01006500e+00  2.29758700e+00  
1.25734300e+00  1436            2.07566000e+01  6.32356530e+01  5.96509000e-01  5.13132500e+00  6.98936000e-01  1.02391900e+00  1.27430000e-02  8.55503000e-01  1.02659300e+00  1.05910300e+00  2.23763000e+00  
1.25736100e+00  1054            1.77829600e+01  6.83394240e+01  5.52621000e-01  4.95097600e+00  7.07976000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  1.03565800e+00  9.27676000e-01  2.29400800e+00  
1.25737500e+00  1209            1.77829600e+01  6.20280530e+01  6.37210000e-01  5.09696100e+00  7.07976000e-01  9.55747000e-01  1.31360000e-02  8.23202000e-01  1.01821100e+00  9.83636000e-01  2.29758700e+00  
1.25739600e+00  1072            1.90275550e+01  6.32356530e+01  6.09666000e-01  5.32150100e+00  7.07976000e-01  9.46132000e-01  1.27430000e-02  8.23202000e-01  9.94680000e-01  9.90177000e-01  2.29400800e+00  
1.25740100e+00  1225            1.91666450e+01  6.32356530e+01  6.10071000e-01  5.26601000e+00  7.14799000e-01  1.04355700e+00  1.31360000e-02  8.55503000e-01  1.03565800e+00  9.83636000e-01  2.24832500e+00  
1.25740200e+00  1271            1.77829600e+01  6.74946890e+01  6.10071000e-01  5.13132500e+00  7.07976000e-01  9.99011000e-01  1.22210000e-02  8.23202000e-01  1.02659300e+00  1.01006500e+00  2.29400800e+00  
1.25745100e+00  1482            2.07566000e+01  6.18352150e+01  6.10071000e-01  4.95097600e+00  6.85786000e-01  9.99011000e-01  1.36610000e-02  8.55503000e-01  1.02659300e+00  9.01556000e-01  2.29400800e+00  
1.25752400e+00  1073            1.91666450e+01  6.24134700e+01  6.09666000e-01  5.13132500e+00  7.00809000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.94680000e-01  9.92121000e-01  2.29400800e+00  
1.25754000e+00  1022            1.91666450e+01  6.24134700e+01  6.09666000e-01  5.13132500e+00  7.07976000e-01  9.46132000e-01  1.27430000e-02  8.23202000e-01  9.94680000e-01  9.92121000e-01  2.29400800e+00  
1.25754700e+00  1094            1.77829600e+01  6.79982850e+01  5.61261000e-01  4.95097600e+00  7.07976000e-01  1.08097200e+00  1.27430000e-02  8.23202000e-01  1.03565800e+00  9.27676000e-01  2.29400800e+00  
1.25756900e+00  1193            1.77829600e+01  6.44430740e+01  5.87242000e-01  5.50877800e+00  7.07976000e-01  9.04539000e-01  1.20220000e-02  8.23202000e-01  1.02659300e+00  1.03075100e+00  2.29400800e+00  
1.25757400e+00  1100            1.77829600e+01  6.17039780e+01  5.87242000e-01  4.95097600e+00  7.07976000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  1.03565800e+00  1.03075100e+00  2.29758700e+00  
1.25757500e+00  1434            1.72627010e+01  6.20280530e+01  6.07465000e-01  4.88334200e+00  6.85786000e-01  9.99011000e-01  1.27430000e-02  8.55503000e-01  1.03565800e+00  1.01006500e+00  2.23763000e+00  
1.25760800e+00  1485            1.72627010e+01  6.74946890e+01  6.10071000e-01  5.13132500e+00  6.79510000e-01  9.99011000e-01  1.15180000e-02  8.83485000e-01  1.03565800e+00  9.92121000e-01  2.26613500e+00  
1.25762100e+00  1037            2.05300030e+01  6.32356530e+01  6.10071000e-01  4.85268900e+00  7.29300000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.94680000e-01  9.74389000e-01  2.23763000e+00  
1.25766500e+00  1047            1.77829600e+01  6.44430740e+01  6.09666000e-01  5.41425400e+00  7.07976000e-01  9.04539000e-01  1.27430000e-02  8.23202000e-01  9.94680000e-01  9.83636000e-01  2.29400800e+00  
1.25767900e+00  1447            1.92310390e+01  6.32356530e+01  6.09666000e-01  5.13132500e+00  7.07976000e-01  1.11126200e+00  1.18340000e-02  8.55503000e-01  1.03565800e+00  1.00224300e+00  2.18756400e+00  
1.25768200e+00  1173            1.77829600e+01  6.32356530e+01  6.10071000e-01  5.32150100e+00  7.07976000e-01  9.99011000e-01  1.31360000e-02  8.23202000e-01  1.03565800e+00  1.03075100e+00  2.24832500e+00  
1.25769700e+00  1026            1.72627010e+01  6.51297150e+01  5.62480000e-01  4.79668600e+00  7.29300000e-01  9.99011000e-01  1.27430000e-02  8.55503000e-01  9.94680000e-01  9.27676000e-01  2.29400800e+00  
1.25769900e+00  875             1.77829600e+01  6.17039780e+01  5.87242000e-01  4.95097600e+00  7.07976000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  1.03565800e+00  1.03075100e+00  2.29400800e+00  
1.25770000e+00  1125            1.91666450e+01  6.18352150e+01  6.37210000e-01  5.09696100e+00  7.07976000e-01  9.20091000e-01  1.27430000e-02  8.23202000e-01  1.05331900e+00  9.83636000e-01  2.24832500e+00  
1.25770200e+00  961             1.91666450e+01  6.82005710e+01  6.10071000e-01  4.28884000e+00  7.06885000e-01  1.03446100e+00  1.27430000e-02  8.23202000e-01  1.02659300e+00  9.27676000e-01  2.29400800e+00  
1.25774100e+00  1057            1.91666450e+01  6.32356530e+01  6.09666000e-01  5.32150100e+00  7.25805000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.84257000e-01  9.90177000e-01  2.23763000e+00  
1.25774900e+00  1132            2.07566000e+01  6.44430740e+01  5.73791000e-01  5.18271200e+00  7.07976000e-01  9.04539000e-01  1.27430000e-02  8.23202000e-01  1.02659300e+00  9.90285000e-01  2.29758700e+00  
1.25776500e+00  1194            1.77829600e+01  6.08629310e+01  6.10071000e-01  5.13132500e+00  7.07976000e-01  9.99011000e-01  1.27430000e-02  8.74999000e-01  1.02659300e+00  9.58934000e-01  2.29400800e+00  
1.25780000e+00  1069            1.91666450e+01  6.20280530e+01  6.10071000e-01  4.95097600e+00  7.07976000e-01  9.99011000e-01  1.27430000e-02  8.10881000e-01  1.02659300e+00  1.01006500e+00  2.29400800e+00  
1.25794500e+00  899             1.90275550e+01  6.32356530e+01  6.09666000e-01  5.32150100e+00  7.00809000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.94680000e-01  9.90177000e-01  2.29400800e+00  
1.25801300e+00  940             1.76931400e+01  6.68034260e+01  6.07465000e-01  4.95097600e+00  7.07976000e-01  9.99011000e-01  1.22330000e-02  8.23202000e-01  1.03565800e+00  9.31232000e-01  2.29400800e+00  
1.25802100e+00  1459            2.07566000e+01  6.32356530e+01  6.07465000e-01  4.74417800e+00  6.85786000e-01  9.99011000e-01  1.27430000e-02  8.50975000e-01  1.02659300e+00  9.90177000e-01  2.23763000e+00  
1.25802300e+00  1052            1.23663010e+01  6.79982850e+01  6.10071000e-01  5.09696100e+00  7.07976000e-01  9.99011000e-01  1.17670000e-02  8.23202000e-01  9.88779000e-01  9.83636000e-01  2.29400800e+00  
1.25804600e+00  1368            1.72627010e+01  6.20280530e+01  6.09666000e-01  5.26601000e+00  7.07976000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.91722000e-01  9.90177000e-01  2.23763000e+00  
1.25808900e+00  1019            1.91666450e+01  6.74946890e+01  6.10071000e-01  5.13132500e+00  6.66322000e-01  9.99011000e-01  1.27430000e-02  8.14560000e-01  1.03565800e+00  9.27676000e-01  2.23763000e+00  
1.25811100e+00  1201            1.77829600e+01  6.32356530e+01  6.30083000e-01  5.09696100e+00  7.07976000e-01  9.99011000e-01  1.27430000e-02  8.74999000e-01  1.03565800e+00  1.01588300e+00  2.26613500e+00  
1.25811800e+00  1353            1.72627010e+01  6.32356530e+01  6.10071000e-01  5.09696100e+00  7.47057000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  1.03012100e+00  9.90177000e-01  2.23763000e+00  
1.25813800e+00  1294            1.72627010e+01  6.13392630e+01  6.07465000e-01  5.26601000e+00  7.07976000e-01  9.99011000e-01  1.27430000e-02  8.55148000e-01  1.03565800e+00  1.07353200e+00  2.29400800e+00  
1.25814300e+00  1121            1.93667440e+01  6.74946890e+01  5.81737000e-01  4.95097600e+00  7.07976000e-01  1.03538100e+00  1.27430000e-02  8.23202000e-01  1.03565800e+00  9.90177000e-01  2.29400800e+00  
1.25816000e+00  1084            1.91666450e+01  6.84678820e+01  6.07465000e-01  5.13132500e+00  6.37456000e-01  1.03446100e+00  1.27430000e-02  8.23202000e-01  1.04161500e+00  9.90177000e-01  2.29400800e+00  
1.25819400e+00  1331            1.77829600e+01  6.18352150e+01  6.10071000e-01  4.95097600e+00  7.07976000e-01  9.59591000e-01  1.27430000e-02  8.55503000e-01  1.02659300e+00  1.06753700e+00  2.24832500e+00  
1.25823400e+00  1438            2.17709200e+01  6.13392630e+01  6.07465000e-01  4.95097600e+00  7.07976000e-01  1.11126200e+00  1.19950000e-02  8.51352000e-01  1.03565800e+00  9.90177000e-01  2.23763000e+00  
1.25829300e+00  1236            1.77829600e+01  6.74946890e+01  6.10071000e-01  5.13132500e+00  6.79510000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  1.03565800e+00  1.01339900e+00  2.29400800e+00  
1.25830800e+00  1232            1.85399900e+01  6.32356530e+01  6.10071000e-01  5.18271200e+00  7.07976000e-01  9.04539000e-01  1.36440000e-02  8.23202000e-01  1.02659300e+00  9.90285000e-01  2.29758700e+00  
1.25833200e+00  1016            1.77829600e+01  6.32356530e+01  6.09666000e-01  5.41425400e+00  7.00809000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.94680000e-01  9.83636000e-01  2.29400800e+00  
1.25833600e+00  1202            1.77829600e+01  6.51297150e+01  6.09666000e-01  4.95097600e+00  6.99185000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.94680000e-01  9.90177000e-01  2.23763000e+00  
1.25838400e+00  1111            1.77829600e+01  6.24134700e+01  6.09666000e-01  5.13132500e+00  7.07976000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.94680000e-01  1.03075100e+00  2.29400800e+00  
1.25845900e+00  925             1.91666450e+01  6.20280530e+01  6.10071000e-01  4.95097600e+00  7.29300000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.94680000e-01  1.01006500e+00  2.29758700e+00  
1.25854700e+00  1015            1.77829600e+01  6.32356530e+01  6.10071000e-01  4.90666600e+00  7.29300000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.94680000e-01  9.90177000e-01  2.29400800e+00  
1.25858400e+00  1378            1.65791070e+01  6.32356530e+01  6.10071000e-01  5.32150100e+00  7.07976000e-01  1.09366500e+00  1.27430000e-02  8.74999000e-01  1.02659300e+00  9.94168000e-01  2.24832500e+00  
1.25860800e+00  1058            1.91666450e+01  6.32356530e+01  6.10071000e-01  5.13132500e+00  7.00809000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.88779000e-01  9.90177000e-01  2.29400800e+00  
1.25869600e+00  1264            1.77829600e+01  6.74946890e+01  5.81737000e-01  4.92154100e+00  7.07976000e-01  9.21858000e-01  1.22210000e-02  8.23202000e-01  1.02659300e+00  9.56598000e-01  2.29400800e+00  
1.25873300e+00  1251            1.91666450e+01  6.18352150e+01  6.10071000e-01  5.09696100e+00  7.07976000e-01  9.99011000e-01  1.37970000e-02  8.74999000e-01  1.02659300e+00  9.94168000e-01  2.24832500e+00  
1.25874000e+00  1107            1.91666450e+01  6.79982850e+01  6.10071000e-01  5.32150100e+00  7.25805000e-01  9.42068000e-01  1.24660000e-02  8.23202000e-01  9.94680000e-01  9.27676000e-01  2.23763000e+00  
1.25878600e+00  1023            1.91666450e+01  6.17039780e+01  5.87242000e-01  4.94763500e+00  7.07976000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  1.00607600e+00  1.03075100e+00  2.29400800e+00  
1.25879900e+00  1012            1.72627010e+01  6.51297150e+01  6.10071000e-01  5.13132500e+00  7.29300000e-01  9.99011000e-01  1.27430000e-02  8.55503000e-01  1.03565800e+00  9.27676000e-01  2.23763000e+00  
1.25879900e+00  1031            1.91666450e+01  6.32356530e+01  6.10071000e-01  5.09696100e+00  6.96175000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.94680000e-01  9.83636000e-01  2.24832500e+00  
1.25882300e+00  1050            1.91666450e+01  6.32356530e+01  6.09666000e-01  4.95097600e+00  7.00809000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.88779000e-01  9.90177000e-01  2.29400800e+00  
1.25884800e+00  938             1.91666450e+01  6.05779500e+01  5.87242000e-01  4.95097600e+00  7.07976000e-01  9.96547000e-01  1.27430000e-02  8.23202000e-01  1.03565800e+00  1.03075100e+00  2.29400800e+00  
1.25885700e+00  1222            1.70988400e+01  7.37450240e+01  6.07465000e-01  5.13132500e+00  7.07976000e-01  9.99011000e-01  1.14980000e-02  8.23202000e-01  1.03565800e+00  9.90177000e-01  2.29400800e+00  
1.25886200e+00  1071            1.77829600e+01  6.71503250e+01  6.34287000e-01  5.13132500e+00  6.66322000e-01  1.03897500e+00  1.27430000e-02  8.14560000e-01  1.03565800e+00  9.94168000e-01  2.29400800e+00  
1.25894800e+00  947             1.77829600e+01  6.79982850e+01  6.10071000e-01  5.09696100e+00  7.07976000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.94680000e-01  9.83636000e-01  2.24832500e+00  
1.25899200e+00  848             1.91666450e+01  6.32356530e+01  6.09666000e-01  5.32150100e+00  7.00809000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.88779000e-01  9.90177000e-01  2.29400800e+00  
1.25900300e+00  1305            1.72627010e+01  6.32356530e+01  6.07465000e-01  5.17611000e+00  6.66547000e-01  9.99011000e-01  1.27430000e-02  8.55503000e-01  1.03565800e+00  1.03090600e+00  2.23763000e+00  
1.25900700e+00  1150            1.91666450e+01  6.74946890e+01  6.10071000e-01  5.13132500e+00  6.66322000e-01  9.99011000e-01  1.31360000e-02  8.23202000e-01  1.03565800e+00  9.94573000e-01  2.29758700e+00  
1.25904800e+00  918             1.91666450e+01  6.83394240e+01  6.10071000e-01  4.88863800e+00  7.07976000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  1.03565800e+00  9.27676000e-01  2.29400800e+00  
1.25904800e+00  1078            1.91666450e+01  6.83394240e+01  6.10071000e-01  4.88863800e+00  7.07976000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  1.03565800e+00  9.27676000e-01  2.29400800e+00  
1.25908000e+00  1394            1.91666450e+01  6.18352150e+01  6.10071000e-01  4.95097600e+00  6.61475000e-01  1.04455700e+00  1.31360000e-02  8.55503000e-01  1.10935400e+00  9.90177000e-01  2.24832500e+00  
1.25908100e+00  930             1.77829600e+01  6.24134700e+01  6.09666000e-01  5.13132500e+00  7.00809000e-01  9.46132000e-01  1.27430000e-02  8.23202000e-01  9.88779000e-01  9.92121000e-01  2.29400800e+00  
1.25912200e+00  1041            1.91666450e+01  6.20280530e+01  6.10071000e-01  4.95097600e+00  7.29300000e-01  9.46132000e-01  1.33550000e-02  8.23202000e-01  9.94680000e-01  9.90177000e-01  2.29400800e+00  
1.25918100e+00  1316            2.05885480e+01  6.20280530e+01  6.10071000e-01  5.13132500e+00  6.52014000e-01  9.99011000e-01  1.27030000e-02  8.55503000e-01  1.02659300e+00  9.90177000e-01  2.29400800e+00  
1.25918600e+00  966             1.77829600e+01  6.79982850e+01  6.10071000e-01  4.95097600e+00  7.07976000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  1.03565800e+00  9.27676000e-01  2.29400800e+00  
1.25920600e+00  924             1.81159570e+01  6.79982850e+01  6.10071000e-01  4.90666600e+00  7.07976000e-01  9.42068000e-01  1.24660000e-02  8.23202000e-01  9.94680000e-01  9.27676000e-01  2.29400800e+00  
1.25920800e+00  1467            1.72627010e+01  6.32356530e+01  6.07465000e-01  5.04412500e+00  7.07976000e-01  1.11126200e+00  1.18720000e-02  8.23202000e-01  1.03565800e+00  9.83636000e-01  2.23763000e+00  
1.25922300e+00  1374            1.85399900e+01  6.13392630e+01  5.90577000e-01  5.18271200e+00  7.07976000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  1.03565800e+00  9.90177000e-01  2.23763000e+00  
1.25922500e+00  1020            1.91666450e+01  6.24134700e+01  6.09666000e-01  5.50545300e+00  7.00809000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.88779000e-01  9.92121000e-01  2.29400800e+00  
1.25923300e+00  950             1.91666450e+01  6.32356530e+01  6.10071000e-01  4.95097600e+00  7.07976000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  1.02659300e+00  9.27676000e-01  2.29758700e+00  
1.25924200e+00  1351            1.91666450e+01  6.44430740e+01  6.09666000e-01  5.41425400e+00  7.07976000e-01  9.20091000e-01  1.31360000e-02  8.23202000e-01  1.05331900e+00  9.83636000e-01  2.29400800e+00  
1.25925500e+00  1147            1.91666450e+01  6.33246290e+01  6.10071000e-01  5.09696100e+00  6.87479000e-01  9.99011000e-01  1.31360000e-02  8.23202000e-01  9.94680000e-01  9.83636000e-01  2.23763000e+00  
1.25929000e+00  1097            1.91666450e+01  6.79090810e+01  6.09666000e-01  4.95097600e+00  7.00809000e-01  9.46132000e-01  1.27430000e-02  8.23202000e-01  1.02659300e+00  1.01006500e+00  2.29400800e+00  
1.25930300e+00  1270            1.91666450e+01  6.20280530e+01  6.10071000e-01  5.29442200e+00  6.79510000e-01  9.99011000e-01  1.27430000e-02  8.96799000e-01  1.03565800e+00  9.92121000e-01  2.29400800e+00  
1.25931600e+00  1310            1.91666450e+01  6.13392630e+01  6.10071000e-01  5.26601000e+00  7.16697000e-01  9.99011000e-01  1.27430000e-02  8.55503000e-01  1.07530100e+00  9.90177000e-01  2.23763000e+00  
1.25935000e+00  1142            1.87626590e+01  6.50326610e+01  5.93260000e-01  5.63758200e+00  7.07976000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  1.03565800e+00  9.92121000e-01  2.29400800e+00  
1.25935800e+00  1151            1.91666450e+01  6.32356530e+01  6.10071000e-01  5.32150100e+00  7.00809000e-01  9.99011000e-01  1.27430000e-02  8.64252000e-01  9.94680000e-01  9.94168000e-01  2.29400800e+00  
1.25942500e+00  1460            1.77829600e+01  6.13392630e+01  6.07465000e-01  4.83635600e+00  6.78485000e-01  1.04455700e+00  1.27430000e-02  8.55503000e-01  1.02659300e+00  9.90177000e-01  2.23763000e+00  
1.25946500e+00  1178            2.07566000e+01  6.13392630e+01  5.93260000e-01  4.95097600e+00  7.41187000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  1.02659300e+00  1.03075100e+00  2.29400800e+00  
1.25949000e+00  1074            1.91666450e+01  6.32356530e+01  6.10071000e-01  4.95097600e+00  7.07976000e-01  1.02850400e+00  1.27430000e-02  8.23202000e-01  1.03565800e+00  9.27676000e-01  2.29758700e+00  
1.25950100e+00  1298            1.91666450e+01  6.74946890e+01  6.10071000e-01  5.13132500e+00  7.61536000e-01  9.99011000e-01  1.22210000e-02  8.23202000e-01  1.03565800e+00  9.92121000e-01  2.12807400e+00  
1.25952300e+00  1018            1.77829600e+01  6.83394240e+01  5.62480000e-01  4.88863800e+00  7.19579000e-01  9.99011000e-01  1.22330000e-02  8.23202000e-01  9.88779000e-01  9.74389000e-01  2.29400800e+00  
1.25965600e+00  920             1.91666450e+01  6.32356530e+01  6.09666000e-01  4.85268900e+00  7.37507000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.94680000e-01  9.74389000e-01  2.29400800e+00  
1.25968000e+00  1206            1.76872400e+01  6.32356530e+01  6.10071000e-01  5.13132500e+00  6.90793000e-01  9.99011000e-01  1.37160000e-02  8.34690000e-01  1.05081700e+00  1.03090600e+00  2.24832500e+00  
1.25971400e+00  1038            1.91666450e+01  6.32356530e+01  6.09666000e-01  4.90666600e+00  7.37507000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.94680000e-01  9.90177000e-01  2.29400800e+00  
1.25974200e+00  1085            1.91666450e+01  6.20280530e+01  5.62480000e-01  5.26601000e+00  7.73047000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.94680000e-01  9.90177000e-01  2.23763000e+00  
1.25975200e+00  981             1.91666450e+01  6.32356530e+01  6.50147000e-01  4.85268900e+00  7.07976000e-01  9.99011000e-01  1.25760000e-02  8.23202000e-01  9.94680000e-01  1.01006500e+00  2.29400800e+00  
1.25976100e+00  1028            1.77829600e+01  6.17039780e+01  5.87242000e-01  5.50877800e+00  7.00809000e-01  9.99011000e-01  1.33550000e-02  8.23202000e-01  1.00607600e+00  1.03075100e+00  2.29400800e+00  
1.25979000e+00  1021            1.77829600e+01  6.32356530e+01  6.09666000e-01  5.13132500e+00  7.00809000e-01  9.46132000e-01  1.33550000e-02  8.23202000e-01  9.88779000e-01  9.90177000e-01  2.29400800e+00  
1.25979100e+00  970             1.81159570e+01  6.32356530e+01  6.10071000e-01  4.90666600e+00  7.00809000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.84257000e-01  9.94168000e-01  2.29400800e+00  
1.25979400e+00  1219            1.85399900e+01  6.44430740e+01  6.37210000e-01  5.09696100e+00  7.07976000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  1.02659300e+00  9.90285000e-01  2.29758700e+00  
1.25983800e+00  959             1.23663010e+01  6.82005710e+01  6.27233000e-01  4.47333700e+00  7.06885000e-01  9.99011000e-01  1.17670000e-02  8.23202000e-01  9.88779000e-01  9.90177000e-01  2.29400800e+00  
1.25985100e+00  1118            1.77829600e+01  6.74946890e+01  6.09666000e-01  4.95097600e+00  6.99185000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  1.02659300e+00  1.01006500e+00  2.29400800e+00  
1.25985900e+00  1083            1.91666450e+01  6.13392630e+01  5.90577000e-01  5.13132500e+00  7.07976000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  1.03565800e+00  9.90177000e-01  2.23763000e+00  
1.25989500e+00  1254            2.07566000e+01  6.32356530e+01  6.29606000e-01  5.13132500e+00  7.05526000e-01  9.99011000e-01  1.27430000e-02  8.55503000e-01  1.02659300e+00  9.90177000e-01  2.13515000e+00  
1.25992500e+00  982             1.91666450e+01  6.83394240e+01  5.62480000e-01  4.88863800e+00  7.07976000e-01  9.99011000e-01  1.22330000e-02  8.23202000e-01  9.94680000e-01  9.74389000e-01  2.29400800e+00  
1.25999500e+00  1070            1.91666450e+01  6.05578680e+01  6.07465000e-01  5.09696100e+00  7.07976000e-01  9.99011000e-01  1.31360000e-02  8.23202000e-01  1.02659300e+00  9.31232000e-01  2.24832500e+00  
1.26000800e+00  1266            2.00697500e+01  6.20280530e+01  6.10071000e-01  4.59202500e+00  7.07976000e-01  9.99011000e-01  1.31360000e-02  8.23202000e-01  1.02659300e+00  9.43834000e-01  2.24832500e+00  
1.26001700e+00  1089            1.91666450e+01  6.79982850e+01  6.10071000e-01  4.95097600e+00  7.07976000e-01  9.96547000e-01  1.27430000e-02  8.14560000e-01  1.03565800e+00  9.27676000e-01  2.29400800e+00  
1.26007200e+00  1065            1.81159570e+01  6.32356530e+01  6.10071000e-01  4.90666600e+00  7.00809000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.84257000e-01  9.74389000e-01  2.29400800e+00  
1.26010100e+00  1042            1.77829600e+01  6.74946890e+01  6.04228000e-01  4.95097600e+00  7.07976000e-01  9.99011000e-01  1.27430000e-02  8.70357000e-01  1.03565800e+00  9.27676000e-01  2.29400800e+00  
1.26010200e+00  1053            1.77829600e+01  6.17039780e+01  5.87242000e-01  4.95097600e+00  7.07976000e-01  9.99011000e-01  1.32710000e-02  8.23202000e-01  9.94680000e-01  1.03075100e+00  2.29400800e+00  
1.26011900e+00  1123            1.91666450e+01  6.32356530e+01  6.63802000e-01  4.90666600e+00  7.29300000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.94680000e-01  9.92121000e-01  2.23763000e+00  
1.26012200e+00  971             1.91666450e+01  6.32356530e+01  6.10071000e-01  4.90666600e+00  7.07976000e-01  9.99011000e-01  1.31360000e-02  8.10881000e-01  1.02659300e+00  9.24226000e-01  2.29400800e+00  
1.26013900e+00  1191            1.91666450e+01  6.24134700e+01  5.92191000e-01  4.95097600e+00  7.07976000e-01  9.46132000e-01  1.27430000e-02  8.23202000e-01  9.94680000e-01  9.92121000e-01  2.29400800e+00  
1.26015300e+00  1152            1.77829600e+01  6.20280530e+01  6.09666000e-01  5.13132500e+00  6.79510000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  1.03565800e+00  9.92121000e-01  2.42107500e+00  
1.26025800e+00  1212            2.07566000e+01  6.32356530e+01  6.10071000e-01  4.95097600e+00  7.47328000e-01  9.99011000e-01  1.21310000e-02  8.23202000e-01  1.02659300e+00  1.01006500e+00  2.29400800e+00  
1.26028600e+00  1472            1.72627010e+01  6.18352150e+01  6.10071000e-01  5.13132500e+00  7.07976000e-01  9.99011000e-01  1.17090000e-02  8.55503000e-01  1.02659300e+00  1.07524900e+00  2.23763000e+00  
1.26029500e+00  991             1.77829600e+01  6.79982850e+01  6.10071000e-01  4.90666600e+00  7.07976000e-01  9.42068000e-01  1.27430000e-02  8.14560000e-01  9.94680000e-01  9.27676000e-01  2.29400800e+00  
1.26030400e+00  936             1.91666450e+01  6.32356530e+01  6.10071000e-01  5.13132500e+00  7.00809000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  9.84257000e-01  9.90177000e-01  2.23763000e+00  
1.26042000e+00  1131            1.77829600e+01  6.74946890e+01  6.07465000e-01  5.13132500e+00  6.37456000e-01  1.03446100e+00  1.22210000e-02  8.23202000e-01  1.03565800e+00  9.90177000e-01  2.29400800e+00  
1.26043300e+00  1153            1.91666450e+01  6.51297150e+01  5.62480000e-01  5.26601000e+00  7.00809000e-01  9.99011000e-01  1.33280000e-02  8.23202000e-01  9.94680000e-01  9.90177000e-01  2.29400800e+00  
1.26051700e+00  1103            1.91666450e+01  6.20280530e+01  6.10071000e-01  4.95097600e+00  7.29300000e-01  9.46132000e-01  1.22210000e-02  8.23202000e-01  1.03565800e+00  9.90177000e-01  2.29400800e+00  
1.26055700e+00  1333            2.07566000e+01  6.13392630e+01  6.10071000e-01  4.95097600e+00  6.85786000e-01  9.99011000e-01  1.27430000e-02  8.33143000e-01  1.02659300e+00  1.01006500e+00  2.23763000e+00  
1.26056400e+00  1361            1.77829600e+01  5.98152960e+01  6.10071000e-01  4.95097600e+00  7.07976000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  1.02659300e+00  9.94168000e-01  2.24832500e+00  
1.26057500e+00  1116            1.72627010e+01  6.32356530e+01  6.09666000e-01  5.13132500e+00  7.29300000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  1.03565800e+00  1.01006500e+00  2.14574200e+00  
1.26058600e+00  1376            1.75798710e+01  6.32356530e+01  6.67764000e-01  5.39785900e+00  7.07976000e-01  1.00657400e+00  1.27430000e-02  8.23202000e-01  1.02659300e+00  9.83636000e-01  2.24832500e+00  
1.26059000e+00  1293            1.77829600e+01  6.74946890e+01  5.81737000e-01  4.95097600e+00  6.51537000e-01  9.99011000e-01  1.27430000e-02  8.23202000e-01  1.03565800e+00  9.56598000e-01  2.29400800e+00  
1.26060800e+00  1090            1.77829600e+01  6.05779500e+01  5.87242000e-01  4.90666600e+00  7.07976000e-01  9.42068000e-01  1.27430000e-02  8.23202000e-01  9.94680000e-01  1.03075100e+00  2.39657300e+00  
