Fit             Permutation     K2RT            KD1             kdephos         km1             km2             kphos           
1.91911079e+03  1706            2.55156650e+01  2.70828200e+00  6.17132320e+01  7.33004100e+01  -8.75931300e+00 7.80440250e+01  
1.91911539e+03  2167            2.54019640e+01  -1.21497000e-01 5.43559140e+01  7.07283040e+01  -2.36034000e-01 7.46931160e+01  
1.91914861e+03  1761            2.22853630e+01  6.72465100e+00  5.66562890e+01  7.09770700e+01  2.36086400e+00  7.99257400e+01  
1.91929288e+03  1749            2.62285930e+01  -2.57909000e-01 5.29294860e+01  5.72368960e+01  -6.80715700e+00 6.69086720e+01  
1.91930572e+03  1132            2.53785450e+01  2.26082000e-01  5.63159280e+01  6.80223770e+01  -2.45689700e+00 7.42704530e+01  
1.91930733e+03  1992            2.47041310e+01  -1.79115000e-01 5.79304360e+01  7.34761430e+01  -2.11158000e-01 8.01021130e+01  
1.91939759e+03  1921            2.44695010e+01  8.53336000e-01  5.33756500e+01  7.65568700e+01  -1.97380000e-01 7.39465690e+01  
1.91945775e+03  2285            2.39050350e+01  -5.95370000e-01 5.41052900e+01  7.31975790e+01  3.44684800e+00  7.35548910e+01  
1.91946809e+03  1911            1.84784270e+01  3.33608000e-01  5.64900340e+01  1.02825834e+02  -2.43351500e+00 8.05220210e+01  
1.92017399e+03  1848            2.38393580e+01  4.99387000e-01  5.91831590e+01  7.35141320e+01  -4.12755800e+00 8.02541030e+01  
1.92043960e+03  992             1.48855700e+01  -1.00943300e+00 3.85364730e+01  5.71698140e+01  4.25877000e-01  6.29301830e+01  
1.92075490e+03  936             2.57052350e+01  -3.13689250e+01 4.97431380e+01  6.50449050e+01  5.53346000e-01  6.79909490e+01  
1.92088242e+03  1864            2.49411860e+01  -4.75824000e-01 5.55811910e+01  7.30878320e+01  3.04405400e+00  7.26684530e+01  
1.92089456e+03  1985            2.50676110e+01  -1.68855000e-01 6.73333170e+01  7.79265440e+01  9.26736000e-01  9.51541830e+01  
1.92109492e+03  1384            2.50327060e+01  -1.95260800e+00 5.59151760e+01  7.31447460e+01  3.29526700e+00  7.55513930e+01  
1.92111750e+03  1108            2.96644290e+01  5.55873000e-01  5.12363870e+01  9.58184010e+01  2.67874000e-01  6.82626930e+01  
