Fit             Permutation     K2RT            KD1             kdephos         km1             km2             kphos           
1.90883095e+03  1062            6.98133700e+00  1.79094850e+01  3.99221000e-01  -1.41713850e+02 -2.67919300e+00 5.39351000e-01  
1.91112780e+03  2320            4.83714100e+00  1.54579950e+01  7.05230000e-02  -5.75698000e-01 1.84785230e+01  1.18376000e-01  
1.91600033e+03  1130            6.05151600e+00  1.16900410e+01  6.18966000e-01  -7.37971000e-01 8.78381900e+00  8.58777000e-01  
1.91633980e+03  998             7.19904700e+00  1.79628970e+01  9.76180000e-01  -7.04476700e+00 8.86686100e+00  1.31314000e+00  
1.91930130e+03  2398            5.05945000e+00  1.18999470e+01  6.11724000e-01  -9.09440000e-01 1.21600250e+01  8.86361000e-01  
1.91938211e+03  2126            3.50225100e+00  2.18383050e+01  7.31400000e-02  1.31960000e-02  1.52536940e+01  1.34141000e-01  
1.92368224e+03  2099            5.50460400e+00  1.56415700e+01  8.21500000e-02  -5.08382000e-01 1.75087430e+01  1.07984000e-01  
1.92470174e+03  2174            2.78659900e+00  1.02362140e+01  5.45600000e-02  -4.35686000e-01 2.01238630e+01  1.09927000e-01  
1.92472452e+03  2022            9.61945300e+00  1.18367820e+01  4.25702000e-01  -1.93531745e+02 -4.06680800e+00 5.30971000e-01  
1.92788764e+03  1109            7.59026400e+00  3.25354390e+01  -2.87952000e-01 4.06287420e+01  8.35599700e+00  3.99715000e-01  
1.92870226e+03  429             2.25011860e+01  5.84551700e+00  1.50923000e-01  9.13915800e+00  3.41456500e+00  1.76519000e-01  
1.93074605e+03  2166            -8.77877800e+00 1.57226050e+01  7.12300000e-02  -4.53024000e-01 1.38269730e+01  1.04046000e-01  
1.93257469e+03  1763            6.67304900e+00  1.57727200e+01  5.39860000e-02  -3.25795000e-01 1.26819080e+01  8.55320000e-02  
1.93985862e+03  941             1.30912100e+01  1.20302960e+01  1.89573000e-01  1.97792200e+00  7.87030200e+00  2.42371000e-01  
1.94120267e+03  631             5.88643500e+00  -2.58228750e+01 1.80588000e-01  4.53096000e-01  -8.43708330e+01 -2.72054000e-01 
1.94128302e+03  2328            1.23874060e+01  1.03829600e+01  -2.13990100e+00 -3.11396000e-01 3.27043100e+00  2.83004200e+00  
1.94363076e+03  339             1.09438190e+01  6.32600000e-03  4.04952000e-01  5.51310000e-02  -4.09592100e+02 4.84534000e-01  
1.94954821e+03  2219            3.74017800e+00  1.43729290e+01  1.32566600e+00  7.30680000e-02  1.51354140e+01  2.12961100e+00  
1.95057319e+03  157             7.49560800e+00  6.30327000e-01  -3.66594000e-01 2.69945840e+01  3.60553000e-01  5.72091000e-01  
1.95199206e+03  2083            6.13870000e+00  1.57586270e+01  6.38270000e-02  -4.42206000e-01 1.35499270e+01  1.02475000e-01  
1.95319563e+03  1533            4.57045800e+00  1.72964080e+01  3.02873900e+00  -9.31486670e+01 9.11382300e+00  4.74458300e+00  
1.95511608e+03  1730            6.04079800e+00  1.62083860e+01  1.44224000e-01  -1.58865000e-01 1.34594400e+01  1.84906000e-01  
1.95609237e+03  710             5.84375400e+00  5.44914700e+00  1.61708800e+01  8.72295000e-01  2.34169010e+01  2.55349050e+01  
